"","Date","ACME","apcp","dlwrf","dswrf","pres_msl","pwat","spfh","tcdc","tcolc","tmax","tmin","tmp2m","tmpsfc","ulwrfsfc","ulwrfatm","uswrf"
"34","19940203",14489400,0,251,271.6,101973.225,8.21899652481079,0.00306424074806273,0.0199999995529652,0.0220000004628673,279.648229980469,275.790356445313,278.704565429687,279.748181152344,342.644696044922,221.751593017578,55.6
"35","19940204",10506600,0,253.705133056641,277.6,101982.378125,10.6261177062988,0.00309138428419828,0.00399999991059303,0.00469999992055818,280.108319091797,276.176373291016,277.952795410156,280.446899414062,354.097717285156,231.609307861328,56.6
"36","19940205",15325500,0,252.505133056641,285.6,101976.7109375,8.67843408584595,0.00335812177509069,0,0.000480000019888394,280.498681640625,276.05341796875,278.374523925781,280.541455078125,353.568310546875,248.087094116211,58
"37","19940206",15568500,0,252.189733886719,289.2,101646.2671875,6.45578050613403,0.00364275434985757,0,0.00117999996000435,283.03125,278.384124755859,281.418695068359,283.046447753906,362.682006835938,258.469375610352,59.6
"38","19940207",9486600,0,285,257.8,101362.90625,9.88827972412109,0.00415159515105188,0.0639999978244305,0.0665400001686066,288.273504638672,283.132794189453,286.818487548828,287.784722900391,384.212359619141,217.929110717773,49.4
"39","19940208",3012000,0,317,245.4,100606.7140625,17.8444715499878,0.00522999996319413,0.0920000001788139,0.0896999999880791,290.531896972656,282.882061767578,288.616931152344,289.529962158203,391.028912353516,191.499935913086,45
"40","19940209",7137000,0.250000002980232,251.22724609375,272.2,102696.828125,9.94213943481445,0.000950310239568353,0.0959999982267618,0.0916999998502433,266.524060058594,262.863134765625,264.654125976563,267.700244140625,293.592596435547,193.938760375977,76.6
"41","19940210",15829800,0,228.036151123047,302.6,102393.784375,5.14454622268677,0.00109207752393559,0.0459999997168779,0.0450799998769071,271.369995117188,267.133465576172,270.508489990234,273.640454101563,315.875158691406,219.245953369141,62
"42","19940211",16185000,0,242.566302490234,290.4,101685.0765625,9.28733568191528,0.00256782562937587,0.0160000000149012,0.0149800003389828,277.242596435547,271.833630371094,276.311987304687,277.986016845703,330.523852539062,231.329846191406,57.4
"43","19940212",16245600,0,245.105133056641,306.8,102073.7390625,6.62556238174438,0.00275843255221844,0,0.000400000001536682,279.957409667969,277.376715087891,278.635113525391,280.436804199219,351.660925292969,253.804690551758,62.4
"44","19940213",17941800,0,219.542984008789,321.4,103675.953125,2.58722648620605,0.00175599630456418,0,0.000300000014249235,279.154339599609,274.299017333984,277.755853271484,280.7013671875,348.733203125,261.280776977539,66.8
"45","19940214",11963700,0,244.670483398438,298,102519.171875,4.35999999046326,0.00180289645213634,0.0559999994933605,0.0562399998307228,282.689569091797,278.406890869141,281.609088134766,282.723132324219,357.03251953125,219.82278137207,58.4
"46","19940215",16709700,0,261.561547851563,313,102621.13125,7.24144792556763,0.00268124346621335,0.00599999986588955,0.0067200000397861,284.803643798828,279.112591552734,282.968756103516,284.601495361328,369.739721679687,240.135607910156,63.4
"47","19940216",16625100,0,268.740798950195,315.4,102667.9171875,8.12671146392822,0.00522184139117599,0,0.000179999999818392,286.394476318359,281.660900878906,285.213977050781,286.741577148438,377.766870117188,267.816394042969,63.8
"48","19940217",16555200,0,285.741748046875,311,101966.803125,11.4417093276978,0.00630200002342463,0.00799999982118607,0.0107799998717383,288.681243896484,284.490246582031,287.599359130859,289.099560546875,390.876574707031,255.043600463867,61.6
"49","19940218",7427700,0.0159999996423721,319.070483398437,234,101062.078125,20.3002922058105,0.00663403794169426,0.0439999990165234,0.0441400007461198,288.133618164063,285.172479248047,287.179901123047,288.480291748047,389.51513671875,245.368505859375,43.6
"50","19940219",2082000,0.470000001788139,361.797137451172,165,100811.3046875,20.9632167816162,0.00859600016847253,0.283999991044402,0.282759997993708,290.698040771484,288.288238525391,290.014434814453,290.500549316406,402.872113037109,165.102639770508,28.8
"51","19940220",17161200,0,270.873345947266,323.6,101556.4078125,6.8135666847229,0.00331600001081824,0.0119999997317791,0.0121199999004602,289.202764892578,284.511102294922,287.775408935547,288.421520996094,388.854016113281,255.715255737305,65.2
"52","19940221",2443500,0.2,289.184008789062,181.4,102019.3578125,12.8757438659668,0.0040180048905313,0.544000010937452,0.545979990810156,282.666748046875,279.426202392578,281.528173828125,283.138598632812,360.847326660156,165.145150756836,30
"53","19940222",3140100,5.22400003448129,325.2,189.6,100494.9,16.3906352996826,0.006906000059098,0.0779999997466803,0.0794799987226725,284.288024902344,281.941436767578,283.352313232422,284.516632080078,370.531561279297,222.387841796875,35.4
"54","19940223",18781200,0,216.8,343.6,102076.09375,4.76913290023804,0.00204460730310529,0,0.00068000001629116,274.773315429688,271.4216796875,273.642651367188,276.058184814453,328.369305419922,240.233743286133,72.2
"55","19940224",18937200,0,238.945532226563,344.6,101375.265625,6.62504167556763,0.0031180000398308,0,0.000459999984013848,281.328918457031,275.729248046875,280.562219238281,281.261517333984,345.996783447266,246.471154785156,69.8
"56","19940225",19162500,0,242.105133056641,342.2,102276.8953125,8.84968585968018,0.00199999997857958,0,0.000460000002931338,278.994677734375,274.696264648437,275.923388671875,278.373669433594,343.261444091797,249.865573120117,67.6
"57","19940226",19760400,0,223.474334716797,349.6,103171.8578125,7.9189733505249,0.0013099999865517,0,0.000580000021727756,273.136468505859,269.583917236328,272.317395019531,276.342309570313,328.168719482422,240.401638793945,69.6
"58","19940227",9084000,0,245.159625244141,339.8,102301.9359375,12.2002422332764,0.00280267626512796,0.00999999977648258,0.0111399998888373,277.668365478516,273.834442138672,277.14521484375,279.287274169922,338.115899658203,235.872607421875,65.8
"59","19940228",1798200,1.22799999713898,335.759625244141,66.6,101394.8984375,21.1393772125244,0.00653494875878096,0.339999997615814,0.338960000872612,281.755401611328,279.309533691406,281.513635253906,281.462548828125,350.721002197266,189.308557128906,10.2
"60","19940301",3118800,0.907999992370605,312.343426513672,154.4,102138.7984375,15.2119585037231,0.00422467617318034,0.202000001072884,0.204360001115128,278.677331542969,276.850030517578,277.690167236328,278.555206298828,342.644134521484,187.640356445313,28
"61","19940302",19929900,0,255.8,355.4,102336.4046875,9.2,0.00468599991872907,0,0.000419999999576248,281.588507080078,276.878656005859,280.668579101562,282.293090820312,353.4076171875,256.760321044922,70.4
"62","19940303",17554200,0,282.4,351.4,102071.2390625,11.3441995620728,0.00570829957723618,0.00999999977648258,0.00734000008087605,288.5662109375,283.308355712891,287.583990478516,288.23251953125,383.590777587891,259.175625610352,68.8
"63","19940304",20229300,0,288.8,364.2,101307.6765625,9.58794059753418,0.0052356090862304,0,0.000199999994947575,291.710406494141,286.747790527344,290.213348388672,292.412042236328,410.51015625,272.045297241211,71.6
"64","19940305",20141400,0,304.082037353516,360,101204.515625,13.9248514175415,0.00833739638328552,0,0.000659999984782189,292.088513183594,287.594036865234,291.043640136719,292.497283935547,408.914923095703,275.009411621094,70.2
"65","19940306",14808000,0.130000001937151,355.6,256.4,101064.65625,20.2572647094727,0.0104359999299049,0.0600000008940697,0.0604999999457505,292.197357177734,288.714392089844,291.441790771484,292.775360107422,414.468688964844,268.084320068359,46.8
"66","19940307",8989500,0.0679999995976686,324.206335449219,335.2,101659.184375,17.4000480651855,0.00732917776331306,0.0359999999403954,0.0353600000031292,288.5083984375,285.853912353516,286.8560546875,289.259027099609,399.245764160156,271.218377685547,62.2
"67","19940308",1375800,5.40200004577637,320.311596679688,40.6,102273.884375,18.5400001525879,0.00421799994073808,0.52399999499321,0.52558000087738,277.166888427734,275.386755371094,275.398944091797,275.404058837891,330.235046386719,216.567218017578,13
"68","19940309",16026600,0.158000003173947,256.870098876953,352.4,102574.2171875,9.29106016159058,0.00321518303826451,0.0419999986886978,0.0438599996268749,275.606500244141,272.881805419922,275.048150634766,276.637774658203,329.605395507812,217.654602050781,89.6
"69","19940310",21753900,0,241.887515258789,389.8,102591.4453125,6.32140436172485,0.00389000000432134,0,1.99999994947575e-05,280.867645263672,276.135308837891,279.813653564453,281.390551757812,350.334191894531,251.054647827148,91
"70","19940311",20451900,0,259.877899169922,386,102346.4734375,7.49725790023804,0.00464800004847348,0.00399999991059303,0.00413999991724268,284.587915039063,280.236193847656,283.436737060547,284.034375,363.827587890625,254.326889038086,84.8
"71","19940312",6376500,0.05,306.877899169922,214.8,102519.990625,17.504673576355,0.00638800002634525,0.0739999990910292,0.0742599999532104,284.381921386719,281.066534423828,283.402630615234,284.822845458984,368.259857177734,224.2982421875,40.4
"72","19940313",21710400,0.0239999994635582,275.6,394,102848.640625,9.34066934585571,0.00465400004759431,0.00199999995529652,0.00343999990727752,285.654339599609,282.034820556641,284.655541992188,286.382977294922,378.698675537109,261.220132446289,78.8
"73","19940314",22170600,0,274.6,400.4,101729.2328125,8.00536499023437,0.00476701324805617,0,0.000560000009136274,289.923541259766,285.013238525391,288.773303222656,289.337762451172,390.331494140625,278.113494873047,78.2
"74","19940315",21982200,0,298.2234375,390.2,101619.69375,14.0254165649414,0.00622386485338211,0.00199999995529652,0.00243999999947846,290.964373779297,286.621600341797,289.495623779297,290.695880126953,402.307696533203,270.335717773438,75.4
"75","19940316",22007400,0,276.810504150391,404.8,101806.9875,8.83627557754517,0.00493599995970726,0,0.00107999999308959,289.166931152344,283.448675537109,287.787847900391,289.314459228516,391.096527099609,269.448205566406,78.8
"76","19940317",20682600,0,319.494866943359,391.8,100458.71875,16.1873638153076,0.0087147057056427,0.00999999977648258,0.00962000004947186,294.860498046875,289.963647460938,294.123791503906,294.687542724609,419.178765869141,266.434216308594,74.2
"77","19940318",22692000,0,300.494866943359,409,101064.9140625,11.1482793807983,0.00551450671628118,0.00199999995529652,0.00205999995669117,294.043060302734,290.062487792969,292.549389648438,294.465545654297,424.571997070312,281.540167236328,79
"78","19940319",20535600,0,336.789733886719,382.8,100393.796875,22.0892524719238,0.0098665445111692,0.0259999994188547,0.0255799993872643,296.024835205078,290.914331054688,295.153765869141,296.413610839844,428.640759277344,250.994821166992,71
"79","19940320",13570500,0,343.830346679688,390.2,100076.359375,21.1000038146973,0.0061722063459456,0.0399999998509884,0.0383600007742643,299.316735839844,294.596154785156,297.709124755859,298.261151123047,444.795263671875,253.949172973633,71.2
"80","19940321",23943000,0,269.244201660156,427.8,101756.709375,6.26023187637329,0.00372573072090745,0.00199999995529652,0.00192000000970438,288.926599121094,284.928912353516,287.647723388672,290.245025634766,398.987957763672,274.014599609375,83.8
"81","19940322",21197700,0,284.493469238281,423.6,101131.921875,8.99251661300659,0.00512199997901916,0.00799999982118607,0.00776000016921898,291.373040771484,286.224896240234,290.214263916016,291.5103515625,402.104736328125,278.399047851562,81.2
"82","19940323",21195900,0,331.715411376953,395.4,100302.90625,15.6432697296143,0.00853599989786744,0.0339999996125698,0.0334600001573563,296.238366699219,291.664953613281,295.0619140625,296.8373046875,434.956610107422,244.69736328125,72.8
"83","19940324",12319800,0,314.8,384,101348.153125,17.140104675293,0.00518799996934831,0.11400000192225,0.113219997470151,288.263977050781,285.886096191406,286.323883056641,288.282788085938,396.320794677734,203.452398681641,68.8
"84","19940325",18210000,0,280.631030273437,393.2,101944.859375,17.0203796386719,0.00468999999575317,0.0299999993294477,0.0288999995216727,284.668359375,279.857867431641,283.988928222656,286.478540039063,372.9240234375,244.150372314453,73.4
"85","19940326",2527500,3.01199998855591,359.839813232422,268.8,100004.015625,22.4011720657349,0.00978600019589066,0.134000001475215,0.132420000433922,292.600823974609,288.057171630859,291.127825927734,291.528369140625,408.322778320313,229.421087646484,47.8
"86","19940327",18444600,0.00199999995529652,281.905133056641,371.4,101179.7234375,9.85067825317383,0.00336399995721877,0.0459999997168779,0.0444399997591972,283.559857177734,280.080517578125,282.629388427734,284.009942626953,365.640374755859,233.865979003906,67.8
"87","19940328",24110100,0,238.407592773438,450.6,102281.66875,4.96000003814697,0.00221999997738749,0.00199999995529652,0.00154000003822148,282.292120361328,277.108062744141,280.924444580078,283.218890380859,360.037908935547,241.744061279297,88
"88","19940329",24049800,0,257.032299804688,443,102295.5375,9.1,0.00306631017010659,0,0.00039999998989515,284.404711914062,280.323327636719,283.606427001953,285.197253417969,369.907489013672,252.012237548828,85.2
"89","19940330",24738000,0,261.383032226562,451.6,103248.078125,6.31999998092651,0.00305599998682737,0.0479999989271164,0.0486800013633911,283.210827636719,279.232244873047,282.1951171875,286.352966308594,378.100280761719,237.351788330078,87
"90","19940331",24766200,0,265.2,449.6,102383.6859375,9.29999980926514,0.0042760000564158,0,0.000279999995836988,286.680865478516,281.024273681641,285.755767822266,287.143670654297,376.681896972656,259.22526550293,86.2
"91","19940401",24579000,0,295.8,445.8,101656.0546875,12.6799999237061,0.00644000004976988,0,0.000620000003254972,291.837341308594,286.880474853516,290.793011474609,291.847247314453,404.061694335937,271.65419921875,84.6
"92","19940402",21041400,0.0699999988079071,323.206994628906,429.2,100917.69375,19.0814540863037,0.00861400021240115,0.0179999995976686,0.0155600002035499,294.503814697266,288.59267578125,292.1564453125,293.243115234375,416.080865478516,250.570440673828,78.6
"93","19940403",25072200,0,264.511267089844,463.4,102371.8828125,7.23999977111816,0.00457600001245737,0,0.000799999988521449,286.379895019531,281.514074707031,285.467962646484,288.336511230469,385.99716796875,271.821704101562,89.6
"94","19940404",15807000,0,317.946508789062,393.2,100744.5046875,17.4671321868896,0.00730799995362759,0.13200000077486,0.132160001248121,290.783264160156,286.217108154297,290.306494140625,291.173254394531,398.332366943359,186.600228881836,69
"95","19940405",5219400,0.0239999994635582,311.094866943359,276.4,101049.4484375,13.0800001144409,0.00411200006492436,0.061999998241663,0.0615800012252294,283.566174316406,279.685406494141,280.763366699219,282.628472900391,365.642254638672,238.055133056641,49.8
"96","19940406",26026500,0,235.547741699219,475.4,102299.346875,6.06387453079224,0.00272474125958979,0.00199999995529652,0.00267999991774559,280.125274658203,274.61494140625,279.360064697266,282.361444091797,352.135986328125,251.190423583984,91.6
"97","19940407",25310400,0,261,472.2,101978.590625,9.732985496521,0.00448800004087388,0.00399999991059303,0.00495999993872829,285.412463378906,280.04765625,284.474389648438,285.883306884766,370.740185546875,252.008319091797,89.6
"98","19940408",22787100,0,299.6,447.6,101304.759375,17.5199996948242,0.00801205057650805,0.00599999986588955,0.00787999993190169,289.637567138672,285.107159423828,288.813934326172,290.736547851562,397.702105712891,256.963891601563,84
"99","19940409",19146600,0.107999997213483,353.831024169922,378.4,100368.4109375,17.1088006973267,0.00934199998155236,0.0659999992698431,0.0663600015919656,295.440216064453,290.592492675781,294.450146484375,294.772918701172,422.385583496094,235.850863647461,66.4
"100","19940410",6097800,0.776000005379319,363.2,229.8,100577.2515625,24.2610649108887,0.011604980379343,0.0860000003129244,0.087039997940883,294.308850097656,289.328991699219,292.687976074219,293.885186767578,420.759478759766,245.859063720703,42.4
"101","19940411",11318100,1.55800000354648,358.225427246094,319.8,100906.1390625,21.0538475036621,0.00922258356586099,0.130000000447035,0.128399998355599,289.602099609375,286.233972167969,288.496661376953,289.163507080078,397.383068847656,262.540539550781,56.2
"102","19940412",26455500,0,267.218981933594,479,101827.1546875,10.8886014938354,0.0049486986361444,0.00199999995529652,0.00135999999038177,286.347521972656,281.519232177734,285.650891113281,286.473297119141,374.316809082031,264.092547607422,91
"103","19940413",26019900,0,291.323645019531,486.6,101045.3828125,9.31719417572021,0.00661600008606911,0.00399999991059303,0.00470000002533197,293.576141357422,288.076287841797,292.722784423828,292.901196289063,407.552453613281,275.137084960938,92.8
"104","19940414",22852200,0,336.868383789062,446.4,100143.3890625,16.5,0.01083599999547,0.0460000012069941,0.045080001000315,297.504925537109,292.392828369141,296.387518310547,296.633190917969,432.202020263672,250.818673706055,81.8
"105","19940415",25971600,0,287.720239257813,486.2,101844.65625,11.6002194404602,0.00503912707790732,0.00399999991059303,0.00381999991368502,290.673193359375,286.732403564453,288.569067382812,289.38271484375,398.340460205078,264.33688659668,91.2
"106","19940416",27102900,0,290.458251953125,490.4,102676.309375,10.3799999237061,0.00573310959152877,0,0.000400000011723023,292.290454101562,286.770111083984,291.771649169922,292.746453857422,405.483648681641,276.228869628906,93.4
"107","19940417",27312000,0,298.8,493,102461.6578125,11.4802742004395,0.00647199992090464,0,0.000240000008489005,293.530450439453,288.103540039063,292.201348876953,292.855438232422,410.937139892578,280.663958740234,93
"108","19940418",27440100,0,297.8,497.2,101717.115625,10.8672304153442,0.00726126367226243,0,0.00146000001113862,294.347717285156,288.686236572266,292.954119873047,293.553741455078,414.327062988281,276.272778320313,94.2
"109","19940419",25749000,0,333.404302978516,476.6,101749.4796875,20.4412357330322,0.010644000209868,0.0119999997317791,0.0130000000819564,296.634539794922,291.058679199219,295.394396972656,296.449279785156,430.84873046875,259.393557739258,87.8
"110","19940420",19738200,0.165999999642372,354.080773925781,467,101877.5234375,27.1188362121582,0.0118939999490976,0.00799999982118607,0.00728000001981854,296.861236572266,292.418963623047,295.895092773438,297.435516357422,438.581756591797,256.643658447266,85.6
"111","19940421",16588800,0,359.046716308594,383.4,101471.43125,22.960510635376,0.011667999997735,0.116000001132488,0.115479999780655,296.713793945312,292.401629638672,295.874517822266,297.021905517578,435.6,181.031695556641,67.4
"112","19940422",25292400,0.00199999995529652,345.6,448.4,101554.721875,28.9399997711182,0.0109963102266192,0.0119999997317791,0.0130400000140071,294.967309570313,290.033685302734,293.516119384766,294.985662841797,425.686706542969,259.822354125977,82
"113","19940423",24645000,0.368000001460314,362.711834716797,450.2,101354.2015625,29.1599998474121,0.012053999863565,0.00999999977648258,0.0111200000159442,295.48505859375,292.040936279297,294.839587402344,296.223809814453,430.938415527344,273.354400634766,80.6
"114","19940424",16526100,0.698000001907349,359.6544921875,442.4,100779.025,32.543501663208,0.0121841812506318,0.185999997332692,0.185120002400072,297.125579833984,292.655993652344,295.4392578125,296.275909423828,434.854180908203,254.549774169922,79.6
"115","19940425",11119200,0.0379999987781048,346.844201660156,445.2,100089.96875,18.0800001144409,0.00899199992418289,0.0340000003576279,0.0346600005053915,297.886419677734,293.334533691406,296.064697265625,296.197198486328,435.176684570312,260.350219726562,79.8
"116","19940426",25897200,0,300.645074462891,513.8,100422.2484375,10.6800003051758,0.00561600008513778,0.00399999991059303,0.00283999998209765,296.283197021484,290.800054931641,295.185388183594,295.736102294922,425.444018554687,276.118737792969,97.2
"117","19940427",6033300,4.66000000834465,350.132379150391,93.2,101396.3921875,29.7132377624512,0.00573599999770522,0.343999999761581,0.343140000104904,284.688842773438,282.109967041016,282.514202880859,282.904541015625,366.74033203125,215.107891845703,15.8
"118","19940428",22697100,0.809999984502792,330.4,458.4,101621.6375,20.2612419128418,0.00840000016614795,0.042000000923872,0.0415399990975857,288.644427490234,283.896301269531,287.978881835938,289.728009033203,391.348712158203,217.804220581055,81.4
"119","19940429",2339700,4.70400004386902,324.29375,103.6,102339.621875,27.1409088134766,0.00481200003996491,0.80599998831749,0.805779975652695,279.826348876953,278.238922119141,278.794201660156,279.189837646484,345.132379150391,175.868994140625,17.4
"120","19940430",19995000,0.00199999995529652,281.894866943359,469.4,102313.7859375,12.7186128616333,0.00558599997311831,0.0139999996870756,0.0144199999980628,283.447058105469,279.241247558594,282.638659667969,284.166009521484,363.957952880859,261.757366943359,88.4
"121","19940501",24334200,0,268.486605834961,519.6,102241.9453125,12.6816368103027,0.0057179999537766,0.00199999995529652,0.00227999998023733,284.500750732422,279.126934814453,283.569897460938,285.681842041016,370.692211914063,259.276428222656,97.6
"122","19940502",3290100,2.55799996852875,347.568975830078,122.6,101594.3765625,26.0331714630127,0.00801599994301796,0.309999997913837,0.310040001571178,284.451965332031,283.046038818359,284.368853759766,284.689807128906,369.938452148437,211.777230834961,21
"123","19940503",12036900,0.137999999895692,335.438720703125,421.4,101795.209375,19.8841491699219,0.00786799984052777,0.0499999988824129,0.0500599996186793,286.816528320312,283.362017822266,286.516333007812,288.297106933594,385.485021972656,245.171237182617,73.8
"124","19940504",22262100,0.182000002637506,329.682287597656,468.8,101812.265625,23.1656101226807,0.0098560000769794,0.0419999990612268,0.040600001020357,291.110192871094,286.616137695312,290.651721191406,292.233599853516,405.966387939453,255.350149536133,85.6
"125","19940505",26693100,0,337.4,504.6,101875,26.1999996185303,0.0113200001418591,0,0.00074000001186505,294.569519042969,289.789831542969,293.790887451172,294.766619873047,421.411645507813,272.729315185547,93
"126","19940506",22156500,0,368.755798339844,455,100963.4109375,31.0999996185303,0.0142700001597404,0.0780000001192093,0.076760002411902,297.774285888672,293.979498291016,297.288195800781,297.776019287109,438.166339111328,244.255010986328,82.2
